measure,label,model,dataset,arch,pvp,nshot,sample,value,time_train,time_test,run,majority
Precision,9,roberta-large,yahoo,pet,qa,10,2,0.49571935685947,,,3,0.548875855327468
Precision,9,roberta-large,yahoo,pet,qa,10,2,0.606398378691372,,,4,0.548875855327468
Precision,9,roberta-large,yahoo,pet,qa,10,2,0.416383989145183,,,5,0.548875855327468
Recall,0,roberta-large,yahoo,pet,qa,10,2,0.0808333333333333,,,1,0.0993333333333333
Recall,0,roberta-large,yahoo,pet,qa,10,2,0.147333333333333,,,2,0.0993333333333333
Recall,0,roberta-large,yahoo,pet,qa,10,2,0.0446666666666667,,,3,0.0993333333333333
Recall,0,roberta-large,yahoo,pet,qa,10,2,0.183166666666667,,,4,0.0993333333333333
Recall,0,roberta-large,yahoo,pet,qa,10,2,0.0055,,,5,0.0993333333333333
Recall,1,roberta-large,yahoo,pet,qa,10,2,0.699833333333333,,,1,0.589166666666667
Recall,1,roberta-large,yahoo,pet,qa,10,2,0.500833333333333,,,2,0.589166666666667
Recall,1,roberta-large,yahoo,pet,qa,10,2,0.643,,,3,0.589166666666667
Recall,1,roberta-large,yahoo,pet,qa,10,2,0.488166666666667,,,4,0.589166666666667
Recall,1,roberta-large,yahoo,pet,qa,10,2,0.4505,,,5,0.589166666666667
Recall,2,roberta-large,yahoo,pet,qa,10,2,0.775666666666667,,,1,0.775666666666667
Recall,2,roberta-large,yahoo,pet,qa,10,2,0.764,,,2,0.775666666666667
Recall,2,roberta-large,yahoo,pet,qa,10,2,0.6835,,,3,0.775666666666667
Recall,2,roberta-large,yahoo,pet,qa,10,2,0.756333333333333,,,4,0.775666666666667
Recall,2,roberta-large,yahoo,pet,qa,10,2,0.842,,,5,0.775666666666667
Recall,3,roberta-large,yahoo,pet,qa,10,2,0.2965,,,1,0.346333333333333
Recall,3,roberta-large,yahoo,pet,qa,10,2,0.367666666666667,,,2,0.346333333333333
Recall,3,roberta-large,yahoo,pet,qa,10,2,0.346833333333333,,,3,0.346333333333333
Recall,3,roberta-large,yahoo,pet,qa,10,2,0.312333333333333,,,4,0.346333333333333
Recall,3,roberta-large,yahoo,pet,qa,10,2,0.358166666666667,,,5,0.346333333333333
Recall,4,roberta-large,yahoo,pet,qa,10,2,0.735333333333333,,,1,0.835833333333333
Recall,4,roberta-large,yahoo,pet,qa,10,2,0.910333333333333,,,2,0.835833333333333
Recall,4,roberta-large,yahoo,pet,qa,10,2,0.836,,,3,0.835833333333333
Recall,4,roberta-large,yahoo,pet,qa,10,2,0.826,,,4,0.835833333333333
Recall,4,roberta-large,yahoo,pet,qa,10,2,0.8035,,,5,0.835833333333333
Recall,5,roberta-large,yahoo,pet,qa,10,2,0.871,,,1,0.913333333333333
Recall,5,roberta-large,yahoo,pet,qa,10,2,0.949166666666667,,,2,0.913333333333333
Recall,5,roberta-large,yahoo,pet,qa,10,2,0.906833333333333,,,3,0.913333333333333
Recall,5,roberta-large,yahoo,pet,qa,10,2,0.877,,,4,0.913333333333333
Recall,5,roberta-large,yahoo,pet,qa,10,2,0.847833333333333,,,5,0.913333333333333
Recall,6,roberta-large,yahoo,pet,qa,10,2,0.518833333333333,,,1,0.487
Recall,6,roberta-large,yahoo,pet,qa,10,2,0.489166666666667,,,2,0.487
Recall,6,roberta-large,yahoo,pet,qa,10,2,0.503666666666667,,,3,0.487
Recall,6,roberta-large,yahoo,pet,qa,10,2,0.421333333333333,,,4,0.487
Recall,6,roberta-large,yahoo,pet,qa,10,2,0.405666666666667,,,5,0.487
Recall,7,roberta-large,yahoo,pet,qa,10,2,0.388666666666667,,,1,0.450833333333333
Recall,7,roberta-large,yahoo,pet,qa,10,2,0.454166666666667,,,2,0.450833333333333
Recall,7,roberta-large,yahoo,pet,qa,10,2,0.354166666666667,,,3,0.450833333333333
Recall,7,roberta-large,yahoo,pet,qa,10,2,0.591833333333333,,,4,0.450833333333333
Recall,7,roberta-large,yahoo,pet,qa,10,2,0.432166666666667,,,5,0.450833333333333
Recall,8,roberta-large,yahoo,pet,qa,10,2,0.879,,,1,0.865
Recall,8,roberta-large,yahoo,pet,qa,10,2,0.799166666666667,,,2,0.865
Recall,8,roberta-large,yahoo,pet,qa,10,2,0.9055,,,3,0.865
Recall,8,roberta-large,yahoo,pet,qa,10,2,0.7245,,,4,0.865
Recall,8,roberta-large,yahoo,pet,qa,10,2,0.871333333333333,,,5,0.865
Recall,9,roberta-large,yahoo,pet,qa,10,2,0.710666666666667,,,1,0.748666666666667
Recall,9,roberta-large,yahoo,pet,qa,10,2,0.701,,,2,0.748666666666667
Recall,9,roberta-large,yahoo,pet,qa,10,2,0.791333333333333,,,3,0.748666666666667
Recall,9,roberta-large,yahoo,pet,qa,10,2,0.698166666666667,,,4,0.748666666666667
Recall,9,roberta-large,yahoo,pet,qa,10,2,0.818333333333333,,,5,0.748666666666667
Accuracy,Overall,roberta-large,yahoo,pet,qa,10,3,0.523833333333333,,,1,0.557383333333333
Accuracy,Overall,roberta-large,yahoo,pet,qa,10,3,0.5182,,,2,0.557383333333333
Accuracy,Overall,roberta-large,yahoo,pet,qa,10,3,0.544116666666667,,,3,0.557383333333333
Accuracy,Overall,roberta-large,yahoo,pet,qa,10,3,0.547,,,4,0.557383333333333
Accuracy,Overall,roberta-large,yahoo,pet,qa,10,3,0.598083333333333,,,5,0.557383333333333
F1,0,roberta-large,yahoo,pet,qa,10,3,0.0422802157748943,,,1,0.109517601043025
F1,0,roberta-large,yahoo,pet,qa,10,3,0.0440565253532835,,,2,0.109517601043025
F1,0,roberta-large,yahoo,pet,qa,10,3,0.162561121874712,,,3,0.109517601043025
F1,0,roberta-large,yahoo,pet,qa,10,3,0.122389070791464,,,4,0.109517601043025
F1,0,roberta-large,yahoo,pet,qa,10,3,0.0713525026624068,,,5,0.109517601043025
F1,1,roberta-large,yahoo,pet,qa,10,3,0.571788701730262,,,1,0.630589248546616
F1,1,roberta-large,yahoo,pet,qa,10,3,0.655327044997681,,,2,0.630589248546616
F1,1,roberta-large,yahoo,pet,qa,10,3,0.614889212604462,,,3,0.630589248546616
F1,1,roberta-large,yahoo,pet,qa,10,3,0.635319181313247,,,4,0.630589248546616
F1,1,roberta-large,yahoo,pet,qa,10,3,0.643506393467879,,,5,0.630589248546616
F1,2,roberta-large,yahoo,pet,qa,10,3,0.739929872573334,,,1,0.762039215686274
F1,2,roberta-large,yahoo,pet,qa,10,3,0.726576772509787,,,2,0.762039215686274
F1,2,roberta-large,yahoo,pet,qa,10,3,0.740801675142088,,,3,0.762039215686274
F1,2,roberta-large,yahoo,pet,qa,10,3,0.747756729810568,,,4,0.762039215686274
F1,2,roberta-large,yahoo,pet,qa,10,3,0.763037511436414,,,5,0.762039215686274
F1,3,roberta-large,yahoo,pet,qa,10,3,0.380883716139664,,,1,0.413906079359301
F1,3,roberta-large,yahoo,pet,qa,10,3,0.390507484483388,,,2,0.413906079359301
F1,3,roberta-large,yahoo,pet,qa,10,3,0.398854080029572,,,3,0.413906079359301
F1,3,roberta-large,yahoo,pet,qa,10,3,0.426627793974733,,,4,0.413906079359301
F1,3,roberta-large,yahoo,pet,qa,10,3,0.437856948599402,,,5,0.413906079359301
F1,4,roberta-large,yahoo,pet,qa,10,3,0.732667826724059,,,1,0.78013698630137
F1,4,roberta-large,yahoo,pet,qa,10,3,0.750023734928321,,,2,0.78013698630137
F1,4,roberta-large,yahoo,pet,qa,10,3,0.750703182827535,,,3,0.78013698630137
F1,4,roberta-large,yahoo,pet,qa,10,3,0.752534941079748,,,4,0.78013698630137
F1,4,roberta-large,yahoo,pet,qa,10,3,0.810647997394985,,,5,0.78013698630137
F1,5,roberta-large,yahoo,pet,qa,10,3,0.80298609919341,,,1,0.812761681460392
F1,5,roberta-large,yahoo,pet,qa,10,3,0.788078894778,,,2,0.812761681460392
F1,5,roberta-large,yahoo,pet,qa,10,3,0.804475226425146,,,3,0.812761681460392
F1,5,roberta-large,yahoo,pet,qa,10,3,0.766730843280709,,,4,0.812761681460392
F1,5,roberta-large,yahoo,pet,qa,10,3,0.843349590807638,,,5,0.812761681460392
F1,6,roberta-large,yahoo,pet,qa,10,3,0.346424242424242,,,1,0.39142091152815
F1,6,roberta-large,yahoo,pet,qa,10,3,0.342136711281071,,,2,0.39142091152815
F1,6,roberta-large,yahoo,pet,qa,10,3,0.379724502951754,,,3,0.39142091152815
F1,6,roberta-large,yahoo,pet,qa,10,3,0.410176178491259,,,4,0.39142091152815
F1,6,roberta-large,yahoo,pet,qa,10,3,0.456763763916425,,,5,0.39142091152815
F1,7,roberta-large,yahoo,pet,qa,10,3,0.13231005372218,,,1,0.229226361031519
F1,7,roberta-large,yahoo,pet,qa,10,3,0.191153009427121,,,2,0.229226361031519
F1,7,roberta-large,yahoo,pet,qa,10,3,0.264943008062274,,,3,0.229226361031519
F1,7,roberta-large,yahoo,pet,qa,10,3,0.0898449857639987,,,4,0.229226361031519
F1,7,roberta-large,yahoo,pet,qa,10,3,0.476414565826331,,,5,0.229226361031519
F1,8,roberta-large,yahoo,pet,qa,10,3,0.523372933884298,,,1,0.567637404846707
F1,8,roberta-large,yahoo,pet,qa,10,3,0.509811250233601,,,2,0.567637404846707
F1,8,roberta-large,yahoo,pet,qa,10,3,0.553123615418697,,,3,0.567637404846707
F1,8,roberta-large,yahoo,pet,qa,10,3,0.552309370832828,,,4,0.567637404846707
F1,8,roberta-large,yahoo,pet,qa,10,3,0.629822574556437,,,5,0.567637404846707
F1,9,roberta-large,yahoo,pet,qa,10,3,0.620637444166856,,,1,0.612662669980991
F1,9,roberta-large,yahoo,pet,qa,10,3,0.579338076090319,,,2,0.612662669980991
F1,9,roberta-large,yahoo,pet,qa,10,3,0.598694123556002,,,3,0.612662669980991
F1,9,roberta-large,yahoo,pet,qa,10,3,0.617491299742775,,,4,0.612662669980991
F1,9,roberta-large,yahoo,pet,qa,10,3,0.592455715560087,,,5,0.612662669980991
F1,Overall,roberta-large,yahoo,pet,qa,10,3,0.48932811063332,,,1,0.530989815978435
F1,Overall,roberta-large,yahoo,pet,qa,10,3,0.497700950408257,,,2,0.530989815978435
F1,Overall,roberta-large,yahoo,pet,qa,10,3,0.526876974889224,,,3,0.530989815978435
F1,Overall,roberta-large,yahoo,pet,qa,10,3,0.512118039508133,,,4,0.530989815978435
F1,Overall,roberta-large,yahoo,pet,qa,10,3,0.5725207564228,,,5,0.530989815978435
Precision,0,roberta-large,yahoo,pet,qa,10,3,0.168800931315483,,,1,0.189577349199836
Precision,0,roberta-large,yahoo,pet,qa,10,3,0.130541871921182,,,2,0.189577349199836
Precision,0,roberta-large,yahoo,pet,qa,10,3,0.182062409588758,,,3,0.189577349199836
Precision,0,roberta-large,yahoo,pet,qa,10,3,0.189709485474274,,,4,0.189577349199836
Precision,0,roberta-large,yahoo,pet,qa,10,3,0.177248677248677,,,5,0.189577349199836
Precision,1,roberta-large,yahoo,pet,qa,10,3,0.435655666142832,,,1,0.553762763141308
Precision,1,roberta-large,yahoo,pet,qa,10,3,0.611191231612345,,,2,0.553762763141308
Precision,1,roberta-large,yahoo,pet,qa,10,3,0.569359647877325,,,3,0.553762763141308
Precision,1,roberta-large,yahoo,pet,qa,10,3,0.584488310233795,,,4,0.553762763141308
Precision,1,roberta-large,yahoo,pet,qa,10,3,0.598252649670581,,,5,0.553762763141308
Precision,2,roberta-large,yahoo,pet,qa,10,3,0.759880555067627,,,1,0.719703703703704
Precision,2,roberta-large,yahoo,pet,qa,10,3,0.759963603275705,,,2,0.719703703703704
Precision,2,roberta-large,yahoo,pet,qa,10,3,0.671866521975041,,,3,0.719703703703704
Precision,2,roberta-large,yahoo,pet,qa,10,3,0.692569967324904,,,4,0.719703703703704
Precision,2,roberta-large,yahoo,pet,qa,10,3,0.703204047217538,,,5,0.719703703703704
Precision,3,roberta-large,yahoo,pet,qa,10,3,0.49851712051766,,,1,0.455894145950281
Precision,3,roberta-large,yahoo,pet,qa,10,3,0.347498375568551,,,2,0.455894145950281
Precision,3,roberta-large,yahoo,pet,qa,10,3,0.447624974071769,,,3,0.455894145950281
Precision,3,roberta-large,yahoo,pet,qa,10,3,0.511655011655012,,,4,0.455894145950281
Precision,3,roberta-large,yahoo,pet,qa,10,3,0.480023852116875,,,5,0.455894145950281
Precision,4,roberta-large,yahoo,pet,qa,10,3,0.813173409229518,,,1,0.802112676056338
Precision,4,roberta-large,yahoo,pet,qa,10,3,0.871387602029561,,,2,0.802112676056338
Precision,4,roberta-large,yahoo,pet,qa,10,3,0.675233022636485,,,3,0.802112676056338
Precision,4,roberta-large,yahoo,pet,qa,10,3,0.83262583383869,,,4,0.802112676056338
Precision,4,roberta-large,yahoo,pet,qa,10,3,0.792329726288988,,,5,0.802112676056338
Precision,5,roberta-large,yahoo,pet,qa,10,3,0.827555712769721,,,1,0.816728374284753
Precision,5,roberta-large,yahoo,pet,qa,10,3,0.823198402613905,,,2,0.816728374284753
Precision,5,roberta-large,yahoo,pet,qa,10,3,0.860889395667047,,,3,0.816728374284753
Precision,5,roberta-large,yahoo,pet,qa,10,3,0.712670007158196,,,4,0.816728374284753
Precision,5,roberta-large,yahoo,pet,qa,10,3,0.836640970969329,,,5,0.816728374284753
Precision,6,roberta-large,yahoo,pet,qa,10,3,0.272190476190476,,,1,0.32207037555149
Precision,6,roberta-large,yahoo,pet,qa,10,3,0.266672876304024,,,2,0.32207037555149
Precision,6,roberta-large,yahoo,pet,qa,10,3,0.320247224447751,,,3,0.32207037555149
Precision,6,roberta-large,yahoo,pet,qa,10,3,0.346511895184462,,,4,0.32207037555149
Precision,6,roberta-large,yahoo,pet,qa,10,3,0.421000843407366,,,5,0.32207037555149
Precision,7,roberta-large,yahoo,pet,qa,10,3,0.836893203883495,,,1,0.816326530612245
Precision,7,roberta-large,yahoo,pet,qa,10,3,0.736312849162011,,,2,0.816326530612245
Precision,7,roberta-large,yahoo,pet,qa,10,3,0.798157453936348,,,3,0.816326530612245
Precision,7,roberta-large,yahoo,pet,qa,10,3,0.881987577639752,,,4,0.816326530612245
Precision,7,roberta-large,yahoo,pet,qa,10,3,0.726837606837607,,,5,0.816326530612245
Precision,8,roberta-large,yahoo,pet,qa,10,3,0.427171163575042,,,1,0.488520254838322
Precision,8,roberta-large,yahoo,pet,qa,10,3,0.407042673828708,,,2,0.488520254838322
Precision,8,roberta-large,yahoo,pet,qa,10,3,0.590539262062441,,,3,0.488520254838322
Precision,8,roberta-large,yahoo,pet,qa,10,3,0.433987426176415,,,4,0.488520254838322
Precision,8,roberta-large,yahoo,pet,qa,10,3,0.575707384403037,,,5,0.488520254838322
Precision,9,roberta-large,yahoo,pet,qa,10,3,0.568594812040505,,,1,0.545715029955718
Precision,9,roberta-large,yahoo,pet,qa,10,3,0.540392383150606,,,2,0.545715029955718
Precision,9,roberta-large,yahoo,pet,qa,10,3,0.525639410356558,,,3,0.545715029955718
Precision,9,roberta-large,yahoo,pet,qa,10,3,0.565392075367138,,,4,0.545715029955718
Precision,9,roberta-large,yahoo,pet,qa,10,3,0.479574994842171,,,5,0.545715029955718
Recall,0,roberta-large,yahoo,pet,qa,10,3,0.0241666666666667,,,1,0.077
Recall,0,roberta-large,yahoo,pet,qa,10,3,0.0265,,,2,0.077
Recall,0,roberta-large,yahoo,pet,qa,10,3,0.146833333333333,,,3,0.077
Recall,0,roberta-large,yahoo,pet,qa,10,3,0.0903333333333333,,,4,0.077
Recall,0,roberta-large,yahoo,pet,qa,10,3,0.0446666666666667,,,5,0.077
Recall,1,roberta-large,yahoo,pet,qa,10,3,0.831666666666667,,,1,0.732166666666667
Recall,1,roberta-large,yahoo,pet,qa,10,3,0.706333333333333,,,2,0.732166666666667
Recall,1,roberta-large,yahoo,pet,qa,10,3,0.668333333333333,,,3,0.732166666666667
Recall,1,roberta-large,yahoo,pet,qa,10,3,0.695833333333333,,,4,0.732166666666667
Recall,1,roberta-large,yahoo,pet,qa,10,3,0.696166666666667,,,5,0.732166666666667
Recall,2,roberta-large,yahoo,pet,qa,10,3,0.721,,,1,0.809666666666667
Recall,2,roberta-large,yahoo,pet,qa,10,3,0.696,,,2,0.809666666666667
Recall,2,roberta-large,yahoo,pet,qa,10,3,0.8255,,,3,0.809666666666667
Recall,2,roberta-large,yahoo,pet,qa,10,3,0.8125,,,4,0.809666666666667
Recall,2,roberta-large,yahoo,pet,qa,10,3,0.834,,,5,0.809666666666667
Recall,3,roberta-large,yahoo,pet,qa,10,3,0.308166666666667,,,1,0.379
Recall,3,roberta-large,yahoo,pet,qa,10,3,0.445666666666667,,,2,0.379
Recall,3,roberta-large,yahoo,pet,qa,10,3,0.359666666666667,,,3,0.379
Recall,3,roberta-large,yahoo,pet,qa,10,3,0.365833333333333,,,4,0.379
Recall,3,roberta-large,yahoo,pet,qa,10,3,0.4025,,,5,0.379
Recall,4,roberta-large,yahoo,pet,qa,10,3,0.666666666666667,,,1,0.759333333333333
Recall,4,roberta-large,yahoo,pet,qa,10,3,0.658333333333333,,,2,0.759333333333333
Recall,4,roberta-large,yahoo,pet,qa,10,3,0.845166666666667,,,3,0.759333333333333
Recall,4,roberta-large,yahoo,pet,qa,10,3,0.6865,,,4,0.759333333333333
Recall,4,roberta-large,yahoo,pet,qa,10,3,0.829833333333333,,,5,0.759333333333333
Recall,5,roberta-large,yahoo,pet,qa,10,3,0.779833333333333,,,1,0.808833333333333
Recall,5,roberta-large,yahoo,pet,qa,10,3,0.755833333333333,,,2,0.808833333333333
Recall,5,roberta-large,yahoo,pet,qa,10,3,0.755,,,3,0.808833333333333
Recall,5,roberta-large,yahoo,pet,qa,10,3,0.829666666666667,,,4,0.808833333333333
Recall,5,roberta-large,yahoo,pet,qa,10,3,0.850166666666667,,,5,0.808833333333333
Recall,6,roberta-large,yahoo,pet,qa,10,3,0.476333333333333,,,1,0.498833333333333
Recall,6,roberta-large,yahoo,pet,qa,10,3,0.477166666666667,,,2,0.498833333333333
Recall,6,roberta-large,yahoo,pet,qa,10,3,0.466333333333333,,,3,0.498833333333333
Recall,6,roberta-large,yahoo,pet,qa,10,3,0.5025,,,4,0.498833333333333
Recall,6,roberta-large,yahoo,pet,qa,10,3,0.499166666666667,,,5,0.498833333333333
Recall,7,roberta-large,yahoo,pet,qa,10,3,0.0718333333333333,,,1,0.133333333333333
Recall,7,roberta-large,yahoo,pet,qa,10,3,0.109833333333333,,,2,0.133333333333333
Recall,7,roberta-large,yahoo,pet,qa,10,3,0.158833333333333,,,3,0.133333333333333
Recall,7,roberta-large,yahoo,pet,qa,10,3,0.0473333333333333,,,4,0.133333333333333
Recall,7,roberta-large,yahoo,pet,qa,10,3,0.354333333333333,,,5,0.133333333333333
Recall,8,roberta-large,yahoo,pet,qa,10,3,0.6755,,,1,0.677333333333333
Recall,8,roberta-large,yahoo,pet,qa,10,3,0.682,,,2,0.677333333333333
Recall,8,roberta-large,yahoo,pet,qa,10,3,0.520166666666667,,,3,0.677333333333333
Recall,8,roberta-large,yahoo,pet,qa,10,3,0.759333333333333,,,4,0.677333333333333
Recall,8,roberta-large,yahoo,pet,qa,10,3,0.695166666666667,,,5,0.677333333333333
Recall,9,roberta-large,yahoo,pet,qa,10,3,0.683166666666667,,,1,0.698333333333333
Recall,9,roberta-large,yahoo,pet,qa,10,3,0.624333333333333,,,2,0.698333333333333
Recall,9,roberta-large,yahoo,pet,qa,10,3,0.695333333333333,,,3,0.698333333333333
Recall,9,roberta-large,yahoo,pet,qa,10,3,0.680166666666667,,,4,0.698333333333333
Recall,9,roberta-large,yahoo,pet,qa,10,3,0.774833333333333,,,5,0.698333333333333
Accuracy,Overall,roberta-large,yahoo,pet,qa,10,4,0.553283333333333,,,1,0.572766666666667
Accuracy,Overall,roberta-large,yahoo,pet,qa,10,4,0.494783333333333,,,2,0.572766666666667
Accuracy,Overall,roberta-large,yahoo,pet,qa,10,4,0.552383333333333,,,3,0.572766666666667
Accuracy,Overall,roberta-large,yahoo,pet,qa,10,4,0.597583333333333,,,4,0.572766666666667
Accuracy,Overall,roberta-large,yahoo,pet,qa,10,4,0.545716666666667,,,5,0.572766666666667
F1,0,roberta-large,yahoo,pet,qa,10,4,0.256444481521648,,,1,0.282985553772071
F1,0,roberta-large,yahoo,pet,qa,10,4,0.160834960204235,,,2,0.282985553772071
F1,0,roberta-large,yahoo,pet,qa,10,4,0.217593030962977,,,3,0.282985553772071
F1,0,roberta-large,yahoo,pet,qa,10,4,0.334760199178824,,,4,0.282985553772071
F1,0,roberta-large,yahoo,pet,qa,10,4,0.293796602352218,,,5,0.282985553772071
F1,1,roberta-large,yahoo,pet,qa,10,4,0.597779002914074,,,1,0.612721417069243
F1,1,roberta-large,yahoo,pet,qa,10,4,0.574260643483913,,,2,0.612721417069243
F1,1,roberta-large,yahoo,pet,qa,10,4,0.610183851563162,,,3,0.612721417069243
F1,1,roberta-large,yahoo,pet,qa,10,4,0.632901199774539,,,4,0.612721417069243
F1,1,roberta-large,yahoo,pet,qa,10,4,0.608434767701012,,,5,0.612721417069243
F1,2,roberta-large,yahoo,pet,qa,10,4,0.70203458093188,,,1,0.709477477477478
F1,2,roberta-large,yahoo,pet,qa,10,4,0.669534262830021,,,2,0.709477477477478
F1,2,roberta-large,yahoo,pet,qa,10,4,0.681536958645392,,,3,0.709477477477478
F1,2,roberta-large,yahoo,pet,qa,10,4,0.737637795275591,,,4,0.709477477477478
F1,2,roberta-large,yahoo,pet,qa,10,4,0.684638365872299,,,5,0.709477477477478
F1,3,roberta-large,yahoo,pet,qa,10,4,0.3149499406075,,,1,0.353061747373815
F1,3,roberta-large,yahoo,pet,qa,10,4,0.311820159535896,,,2,0.353061747373815
F1,3,roberta-large,yahoo,pet,qa,10,4,0.396443514644351,,,3,0.353061747373815
F1,3,roberta-large,yahoo,pet,qa,10,4,0.371505256094833,,,4,0.353061747373815
F1,3,roberta-large,yahoo,pet,qa,10,4,0.359256710254646,,,5,0.353061747373815
F1,4,roberta-large,yahoo,pet,qa,10,4,0.789999260300318,,,1,0.803087561308997
F1,4,roberta-large,yahoo,pet,qa,10,4,0.769268815431539,,,2,0.803087561308997
F1,4,roberta-large,yahoo,pet,qa,10,4,0.794021645765333,,,3,0.803087561308997
F1,4,roberta-large,yahoo,pet,qa,10,4,0.77100895107326,,,4,0.803087561308997
F1,4,roberta-large,yahoo,pet,qa,10,4,0.80400225933995,,,5,0.803087561308997
F1,5,roberta-large,yahoo,pet,qa,10,4,0.704678916461451,,,1,0.756320411602945
F1,5,roberta-large,yahoo,pet,qa,10,4,0.68600034524426,,,2,0.756320411602945
F1,5,roberta-large,yahoo,pet,qa,10,4,0.760487144790257,,,3,0.756320411602945
F1,5,roberta-large,yahoo,pet,qa,10,4,0.746164929231291,,,4,0.756320411602945
F1,5,roberta-large,yahoo,pet,qa,10,4,0.672059383326989,,,5,0.756320411602945
F1,6,roberta-large,yahoo,pet,qa,10,4,0.410245231607629,,,1,0.441498381378141
F1,6,roberta-large,yahoo,pet,qa,10,4,0.394444040433423,,,2,0.441498381378141
F1,6,roberta-large,yahoo,pet,qa,10,4,0.407874589865111,,,3,0.441498381378141
F1,6,roberta-large,yahoo,pet,qa,10,4,0.452204945195004,,,4,0.441498381378141
F1,6,roberta-large,yahoo,pet,qa,10,4,0.427332217318521,,,5,0.441498381378141
F1,7,roberta-large,yahoo,pet,qa,10,4,0.517915309446254,,,1,0.550253073029646
F1,7,roberta-large,yahoo,pet,qa,10,4,0.425306392845313,,,2,0.550253073029646
F1,7,roberta-large,yahoo,pet,qa,10,4,0.473237666282602,,,3,0.550253073029646
F1,7,roberta-large,yahoo,pet,qa,10,4,0.574459535481797,,,4,0.550253073029646
F1,7,roberta-large,yahoo,pet,qa,10,4,0.464086440527854,,,5,0.550253073029646
F1,8,roberta-large,yahoo,pet,qa,10,4,0.585285256098746,,,1,0.627373612823675
F1,8,roberta-large,yahoo,pet,qa,10,4,0.510645321010068,,,2,0.627373612823675
F1,8,roberta-large,yahoo,pet,qa,10,4,0.592287574425463,,,3,0.627373612823675
F1,8,roberta-large,yahoo,pet,qa,10,4,0.682706281285322,,,4,0.627373612823675
F1,8,roberta-large,yahoo,pet,qa,10,4,0.578582930756844,,,5,0.627373612823675
F1,9,roberta-large,yahoo,pet,qa,10,4,0.591131080289119,,,1,0.587758495271745
F1,9,roberta-large,yahoo,pet,qa,10,4,0.483859524654133,,,2,0.587758495271745
F1,9,roberta-large,yahoo,pet,qa,10,4,0.547983870967742,,,3,0.587758495271745
F1,9,roberta-large,yahoo,pet,qa,10,4,0.651851851851852,,,4,0.587758495271745
F1,9,roberta-large,yahoo,pet,qa,10,4,0.572325727444003,,,5,0.587758495271745
F1,Overall,roberta-large,yahoo,pet,qa,10,4,0.547046306017862,,,1,0.572453773110776
F1,Overall,roberta-large,yahoo,pet,qa,10,4,0.49859744656728,,,2,0.572453773110776
F1,Overall,roberta-large,yahoo,pet,qa,10,4,0.548164984791239,,,3,0.572453773110776
F1,Overall,roberta-large,yahoo,pet,qa,10,4,0.595520094444231,,,4,0.572453773110776
F1,Overall,roberta-large,yahoo,pet,qa,10,4,0.546451540489433,,,5,0.572453773110776
Precision,0,roberta-large,yahoo,pet,qa,10,4,0.256722899615834,,,1,0.272910216718266
Precision,0,roberta-large,yahoo,pet,qa,10,4,0.146351462148128,,,2,0.272910216718266
Precision,0,roberta-large,yahoo,pet,qa,10,4,0.251918438938829,,,3,0.272910216718266
Precision,0,roberta-large,yahoo,pet,qa,10,4,0.3517532586745,,,4,0.272910216718266
Precision,0,roberta-large,yahoo,pet,qa,10,4,0.272649450706235,,,5,0.272910216718266
Precision,1,roberta-large,yahoo,pet,qa,10,4,0.56667164401971,,,1,0.592679127725857
Precision,1,roberta-large,yahoo,pet,qa,10,4,0.560240963855422,,,2,0.592679127725857
Precision,1,roberta-large,yahoo,pet,qa,10,4,0.620541099431329,,,3,0.592679127725857
Precision,1,roberta-large,yahoo,pet,qa,10,4,0.612244897959184,,,4,0.592679127725857
Precision,1,roberta-large,yahoo,pet,qa,10,4,0.626367807977409,,,5,0.592679127725857
Precision,2,roberta-large,yahoo,pet,qa,10,4,0.601714081656946,,,1,0.625015873015873
Precision,2,roberta-large,yahoo,pet,qa,10,4,0.603153393907002,,,2,0.625015873015873
Precision,2,roberta-large,yahoo,pet,qa,10,4,0.66613621896881,,,3,0.625015873015873
Precision,2,roberta-large,yahoo,pet,qa,10,4,0.69910447761194,,,4,0.625015873015873
Precision,2,roberta-large,yahoo,pet,qa,10,4,0.587036816394615,,,5,0.625015873015873
Precision,3,roberta-large,yahoo,pet,qa,10,4,0.320774282751469,,,1,0.362059905412507
Precision,3,roberta-large,yahoo,pet,qa,10,4,0.27599486521181,,,2,0.362059905412507
Precision,3,roberta-large,yahoo,pet,qa,10,4,0.415570175438597,,,3,0.362059905412507
Precision,3,roberta-large,yahoo,pet,qa,10,4,0.564581917063222,,,4,0.362059905412507
Precision,3,roberta-large,yahoo,pet,qa,10,4,0.37126600284495,,,5,0.362059905412507
Precision,4,roberta-large,yahoo,pet,qa,10,4,0.710200824577736,,,1,0.775827248718347
Precision,4,roberta-large,yahoo,pet,qa,10,4,0.761050399608547,,,2,0.775827248718347
Precision,4,roberta-large,yahoo,pet,qa,10,4,0.819213045019497,,,3,0.775827248718347
Precision,4,roberta-large,yahoo,pet,qa,10,4,0.805520246958417,,,4,0.775827248718347
Precision,4,roberta-large,yahoo,pet,qa,10,4,0.779289848271547,,,5,0.775827248718347
Precision,5,roberta-large,yahoo,pet,qa,10,4,0.816147433084686,,,1,0.808458183197421
Precision,5,roberta-large,yahoo,pet,qa,10,4,0.711421410669531,,,2,0.808458183197421
Precision,5,roberta-large,yahoo,pet,qa,10,4,0.828908554572271,,,3,0.808458183197421
