measure,label,model,dataset,arch,sampling,nshot,sample,value,time_train,time_test,pattern,verbalizer,run,majority,pvp
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,10,3,0.00655021834061135,12.0736870765686,19.7404880523682,no,shuffle,5,0.0720524017467249,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,10,4,0.369,12.0116243362427,19.4579524993897,no,shuffle,1,0.357,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,10,4,0.34,12.0173149108887,19.437206029892,no,shuffle,2,0.357,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,10,4,0.37,12.0506813526154,19.590208530426,no,shuffle,3,0.357,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,10,4,0.342,12.0532119274139,19.3381714820862,no,shuffle,4,0.357,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,10,4,0.364,12.0152232646942,19.3593776226044,no,shuffle,5,0.357,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,10,4,0.276477558772665,12.0116243362427,19.4579524993897,no,shuffle,1,0.279544432145753,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,10,4,0.253208391937006,12.0173149108887,19.437206029892,no,shuffle,2,0.279544432145753,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,10,4,0.250108530230349,12.0506813526154,19.590208530426,no,shuffle,3,0.279544432145753,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,10,4,0.281229604981705,12.0532119274139,19.3381714820862,no,shuffle,4,0.279544432145753,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,10,4,0.299153516024155,12.0152232646942,19.3593776226044,no,shuffle,5,0.279544432145753,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.195402298850575,12.0116243362427,19.4579524993897,no,shuffle,1,0.209115281501341,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.206549118387909,12.0173149108887,19.437206029892,no,shuffle,2,0.209115281501341,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.211764705882353,12.0506813526154,19.590208530426,no,shuffle,3,0.209115281501341,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.220289855072464,12.0532119274139,19.3381714820862,no,shuffle,4,0.209115281501341,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.245161290322581,12.0152232646942,19.3593776226044,no,shuffle,5,0.209115281501341,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.11965811965812,12.0116243362427,19.4579524993897,no,shuffle,1,0.131687242798354,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.0448430493273543,12.0173149108887,19.437206029892,no,shuffle,2,0.131687242798354,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.0108108108108108,12.0506813526154,19.590208530426,no,shuffle,3,0.131687242798354,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.186588921282799,12.0532119274139,19.3381714820862,no,shuffle,4,0.131687242798354,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.180602006688963,12.0152232646942,19.3593776226044,no,shuffle,5,0.131687242798354,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.261728395061728,12.0116243362427,19.4579524993897,no,shuffle,1,0.268585131894484,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.259860788863109,12.0173149108887,19.437206029892,no,shuffle,2,0.268585131894484,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.245783132530121,12.0506813526154,19.590208530426,no,shuffle,3,0.268585131894484,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.228723404255319,12.0532119274139,19.3381714820862,no,shuffle,4,0.268585131894484,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.266666666666667,12.0152232646942,19.3593776226044,no,shuffle,5,0.268585131894484,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.529121421520237,12.0116243362427,19.4579524993897,no,shuffle,1,0.508790072388831,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.501580611169652,12.0173149108887,19.437206029892,no,shuffle,2,0.508790072388831,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.532075471698113,12.0506813526154,19.590208530426,no,shuffle,3,0.508790072388831,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.489316239316239,12.0532119274139,19.3381714820862,no,shuffle,4,0.508790072388831,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.50418410041841,12.0152232646942,19.3593776226044,no,shuffle,5,0.508790072388831,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.149779735682819,12.0116243362427,19.4579524993897,no,shuffle,1,0.154761904761905,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.148550724637681,12.0173149108887,19.437206029892,no,shuffle,2,0.154761904761905,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.164383561643836,12.0506813526154,19.590208530426,no,shuffle,3,0.154761904761905,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.169642857142857,12.0532119274139,19.3381714820862,no,shuffle,4,0.154761904761905,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.201058201058201,12.0152232646942,19.3593776226044,no,shuffle,5,0.154761904761905,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.269230769230769,12.0116243362427,19.4579524993897,no,shuffle,1,0.262295081967213,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.121951219512195,12.0173149108887,19.437206029892,no,shuffle,2,0.262295081967213,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.333333333333333,12.0506813526154,19.590208530426,no,shuffle,3,0.262295081967213,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.198757763975155,12.0532119274139,19.3381714820862,no,shuffle,4,0.262295081967213,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.230769230769231,12.0152232646942,19.3593776226044,no,shuffle,5,0.262295081967213,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.319277108433735,12.0116243362427,19.4579524993897,no,shuffle,1,0.314606741573034,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.291666666666667,12.0173149108887,19.437206029892,no,shuffle,2,0.314606741573034,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.289772727272727,12.0506813526154,19.590208530426,no,shuffle,3,0.314606741573034,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.313868613138686,12.0532119274139,19.3381714820862,no,shuffle,4,0.314606741573034,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.295918367346939,12.0152232646942,19.3593776226044,no,shuffle,5,0.314606741573034,no
Precision,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.482882882882883,12.0116243362427,19.4579524993897,no,shuffle,1,0.483300589390963,no
Precision,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.484725050916497,12.0173149108887,19.437206029892,no,shuffle,2,0.483300589390963,no
Precision,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.46843853820598,12.0506813526154,19.590208530426,no,shuffle,3,0.483300589390963,no
Precision,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.47907949790795,12.0532119274139,19.3381714820862,no,shuffle,4,0.483300589390963,no
Precision,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.483935742971888,12.0152232646942,19.3593776226044,no,shuffle,5,0.483300589390963,no
Recall,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.28099173553719,12.0116243362427,19.4579524993897,no,shuffle,1,0.322314049586777,no
Recall,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.338842975206612,12.0173149108887,19.437206029892,no,shuffle,2,0.322314049586777,no
Recall,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.297520661157025,12.0506813526154,19.590208530426,no,shuffle,3,0.322314049586777,no
Recall,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.31404958677686,12.0532119274139,19.3381714820862,no,shuffle,4,0.322314049586777,no
Recall,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.31404958677686,12.0152232646942,19.3593776226044,no,shuffle,5,0.322314049586777,no
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.0769230769230769,12.0116243362427,19.4579524993897,no,shuffle,1,0.0879120879120879,no
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.0274725274725275,12.0173149108887,19.437206029892,no,shuffle,2,0.0879120879120879,no
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.0054945054945055,12.0506813526154,19.590208530426,no,shuffle,3,0.0879120879120879,no
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.175824175824176,12.0532119274139,19.3381714820862,no,shuffle,4,0.0879120879120879,no
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,10,4,0.148351648351648,12.0152232646942,19.3593776226044,no,shuffle,5,0.0879120879120879,no
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.221757322175732,12.0116243362427,19.4579524993897,no,shuffle,1,0.234309623430962,no
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.234309623430962,12.0173149108887,19.437206029892,no,shuffle,2,0.234309623430962,no
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.213389121338912,12.0506813526154,19.590208530426,no,shuffle,3,0.234309623430962,no
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.179916317991632,12.0532119274139,19.3381714820862,no,shuffle,4,0.234309623430962,no
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,10,4,0.242677824267782,12.0152232646942,19.3593776226044,no,shuffle,5,0.234309623430962,no
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.585152838427948,12.0116243362427,19.4579524993897,no,shuffle,1,0.537117903930131,no
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.519650655021834,12.0173149108887,19.437206029892,no,shuffle,2,0.537117903930131,no
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.615720524017467,12.0506813526154,19.590208530426,no,shuffle,3,0.537117903930131,no
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.5,12.0532119274139,19.3381714820862,no,shuffle,4,0.537117903930131,no
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,10,4,0.526200873362445,12.0152232646942,19.3593776226044,no,shuffle,5,0.537117903930131,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,10,5,0.224,12.0129284858704,19.4833278656006,no,shuffle,1,0.213,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,10,5,0.197,12.0311427116394,20.1040518283844,no,shuffle,2,0.213,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,10,5,0.199,12.1046552658081,19.4209144115448,no,shuffle,3,0.213,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,10,5,0.281,12.0055038928986,19.357125043869,no,shuffle,4,0.213,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,10,5,0.227,12.058146238327,19.7151291370392,no,shuffle,5,0.213,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,10,5,0.225131603647923,12.0129284858704,19.4833278656006,no,shuffle,1,0.213848507660671,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,10,5,0.190976979334212,12.0311427116394,20.1040518283844,no,shuffle,2,0.213848507660671,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,10,5,0.185936455788757,12.1046552658081,19.4209144115448,no,shuffle,3,0.213848507660671,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,10,5,0.258024085512107,12.0055038928986,19.357125043869,no,shuffle,4,0.213848507660671,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,10,5,0.215788195722406,12.058146238327,19.7151291370392,no,shuffle,5,0.213848507660671,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.208695652173913,12.0129284858704,19.4833278656006,no,shuffle,1,0.206593406593407,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.200956937799043,12.0311427116394,20.1040518283844,no,shuffle,2,0.206593406593407,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.216617210682493,12.1046552658081,19.4209144115448,no,shuffle,3,0.206593406593407,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.19375,12.0055038928986,19.357125043869,no,shuffle,4,0.206593406593407,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.163636363636364,12.058146238327,19.7151291370392,no,shuffle,5,0.206593406593407,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.271929824561404,12.0129284858704,19.4833278656006,no,shuffle,1,0.28952380952381,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.29,12.0311427116394,20.1040518283844,no,shuffle,2,0.28952380952381,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.147540983606557,12.1046552658081,19.4209144115448,no,shuffle,3,0.28952380952381,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.231481481481482,12.0055038928986,19.357125043869,no,shuffle,4,0.28952380952381,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.309941520467836,12.058146238327,19.7151291370392,no,shuffle,5,0.28952380952381,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.278899082568807,12.0129284858704,19.4833278656006,no,shuffle,1,0.230125523012552,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.235528942115768,12.0311427116394,20.1040518283844,no,shuffle,2,0.230125523012552,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.319587628865979,12.1046552658081,19.4209144115448,no,shuffle,3,0.230125523012552,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.235546038543897,12.0055038928986,19.357125043869,no,shuffle,4,0.230125523012552,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.221153846153846,12.058146238327,19.7151291370392,no,shuffle,5,0.230125523012552,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.14100185528757,12.0129284858704,19.4833278656006,no,shuffle,1,0.129151291512915,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.0374220374220374,12.0311427116394,20.1040518283844,no,shuffle,2,0.129151291512915,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.06,12.1046552658081,19.4209144115448,no,shuffle,3,0.129151291512915,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.371318822023047,12.0055038928986,19.357125043869,no,shuffle,4,0.129151291512915,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.168421052631579,12.058146238327,19.7151291370392,no,shuffle,5,0.129151291512915,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.141592920353982,12.0129284858704,19.4833278656006,no,shuffle,1,0.140718562874252,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.141414141414141,12.0311427116394,20.1040518283844,no,shuffle,2,0.140718562874252,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.132007233273056,12.1046552658081,19.4209144115448,no,shuffle,3,0.140718562874252,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.155778894472362,12.0055038928986,19.357125043869,no,shuffle,4,0.140718562874252,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.129186602870813,12.058146238327,19.7151291370392,no,shuffle,5,0.140718562874252,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.226277372262774,12.0129284858704,19.4833278656006,no,shuffle,1,0.221574344023324,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.208133971291866,12.0311427116394,20.1040518283844,no,shuffle,2,0.221574344023324,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.290322580645161,12.1046552658081,19.4209144115448,no,shuffle,3,0.221574344023324,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.2,12.0055038928986,19.357125043869,no,shuffle,4,0.221574344023324,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.211155378486056,12.058146238327,19.7151291370392,no,shuffle,5,0.221574344023324,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.248366013071895,12.0129284858704,19.4833278656006,no,shuffle,1,0.230125523012552,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.225190839694656,12.0311427116394,20.1040518283844,no,shuffle,2,0.230125523012552,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.271137026239067,12.1046552658081,19.4209144115448,no,shuffle,3,0.230125523012552,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.241228070175439,12.0055038928986,19.357125043869,no,shuffle,4,0.230125523012552,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.259887005649718,12.058146238327,19.7151291370392,no,shuffle,5,0.230125523012552,no
Precision,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.469135802469136,12.0129284858704,19.4833278656006,no,shuffle,1,0.416666666666667,no
Precision,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.391304347826087,12.0311427116394,20.1040518283844,no,shuffle,2,0.416666666666667,no
Precision,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.357142857142857,12.1046552658081,19.4209144115448,no,shuffle,3,0.416666666666667,no
Precision,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.448916408668731,12.0055038928986,19.357125043869,no,shuffle,4,0.416666666666667,no
Precision,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.428571428571429,12.058146238327,19.7151291370392,no,shuffle,5,0.416666666666667,no
Recall,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.396694214876033,12.0129284858704,19.4833278656006,no,shuffle,1,0.388429752066116,no
Recall,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.347107438016529,12.0311427116394,20.1040518283844,no,shuffle,2,0.388429752066116,no
Recall,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.603305785123967,12.1046552658081,19.4209144115448,no,shuffle,3,0.388429752066116,no
Recall,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.256198347107438,12.0055038928986,19.357125043869,no,shuffle,4,0.388429752066116,no
Recall,argumentagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.223140495867769,12.058146238327,19.7151291370392,no,shuffle,5,0.388429752066116,no
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.340659340659341,12.0129284858704,19.4833278656006,no,shuffle,1,0.417582417582418,no
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.478021978021978,12.0311427116394,20.1040518283844,no,shuffle,2,0.417582417582418,no
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.0989010989010989,12.1046552658081,19.4209144115448,no,shuffle,3,0.417582417582418,no
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.274725274725275,12.0055038928986,19.357125043869,no,shuffle,4,0.417582417582418,no
Recall,argumentfor,xlmroberta-large,ukraine,lora,equal,10,5,0.582417582417583,12.058146238327,19.7151291370392,no,shuffle,5,0.417582417582418,no
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.317991631799163,12.0129284858704,19.4833278656006,no,shuffle,1,0.230125523012552,no
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.246861924686192,12.0311427116394,20.1040518283844,no,shuffle,2,0.230125523012552,no
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.389121338912134,12.1046552658081,19.4209144115448,no,shuffle,3,0.230125523012552,no
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.230125523012552,12.0055038928986,19.357125043869,no,shuffle,4,0.230125523012552,no
Recall,claimagainst,xlmroberta-large,ukraine,lora,equal,10,5,0.192468619246862,12.058146238327,19.7151291370392,no,shuffle,5,0.230125523012552,no
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.0829694323144105,12.0129284858704,19.4833278656006,no,shuffle,1,0.0764192139737991,no
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.0196506550218341,12.0311427116394,20.1040518283844,no,shuffle,2,0.0764192139737991,no
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.0327510917030568,12.1046552658081,19.4209144115448,no,shuffle,3,0.0764192139737991,no
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.316593886462882,12.0055038928986,19.357125043869,no,shuffle,4,0.0764192139737991,no
Recall,claimfor,xlmroberta-large,ukraine,lora,equal,10,5,0.104803493449782,12.058146238327,19.7151291370392,no,shuffle,5,0.0764192139737991,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,100,1,0.439,120.146967411041,19.9107801914215,no,shuffle,1,0.434,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,100,1,0.393,120.422634840012,19.8926589488983,no,shuffle,2,0.434,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,100,1,0.46,120.294083595276,19.931455373764,no,shuffle,3,0.434,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,100,1,0.449,120.209607839584,19.9387640953064,no,shuffle,4,0.434,no
Accuracy,Overall,xlmroberta-large,ukraine,lora,equal,100,1,0.396,120.211276769638,19.8547825813293,no,shuffle,5,0.434,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,100,1,0.421892793069209,120.146967411041,19.9107801914215,no,shuffle,1,0.421001382956548,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,100,1,0.369552113026001,120.422634840012,19.8926589488983,no,shuffle,2,0.421001382956548,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,100,1,0.441248751840351,120.294083595276,19.931455373764,no,shuffle,3,0.421001382956548,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,100,1,0.43237671557951,120.209607839584,19.9387640953064,no,shuffle,4,0.421001382956548,no
F1,Overall,xlmroberta-large,ukraine,lora,equal,100,1,0.36560550911356,120.211276769638,19.8547825813293,no,shuffle,5,0.421001382956548,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.352201257861635,120.146967411041,19.9107801914215,no,shuffle,1,0.348684210526316,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.242424242424242,120.422634840012,19.8926589488983,no,shuffle,2,0.348684210526316,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.342857142857143,120.294083595276,19.931455373764,no,shuffle,3,0.348684210526316,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.347222222222222,120.209607839584,19.9387640953064,no,shuffle,4,0.348684210526316,no
F1,argumentagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.240282685512367,120.211276769638,19.8547825813293,no,shuffle,5,0.348684210526316,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,100,1,0.441860465116279,120.146967411041,19.9107801914215,no,shuffle,1,0.470066518847007,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,100,1,0.430379746835443,120.422634840012,19.8926589488983,no,shuffle,2,0.470066518847007,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,100,1,0.481818181818182,120.294083595276,19.931455373764,no,shuffle,3,0.470066518847007,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,100,1,0.476404494382023,120.209607839584,19.9387640953064,no,shuffle,4,0.470066518847007,no
F1,argumentfor,xlmroberta-large,ukraine,lora,equal,100,1,0.41527446300716,120.211276769638,19.8547825813293,no,shuffle,5,0.470066518847007,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.391578947368421,120.146967411041,19.9107801914215,no,shuffle,1,0.390946502057613,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.351931330472103,120.422634840012,19.8926589488983,no,shuffle,2,0.390946502057613,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.425047438330171,120.294083595276,19.931455373764,no,shuffle,3,0.390946502057613,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.407185628742515,120.209607839584,19.9387640953064,no,shuffle,4,0.390946502057613,no
F1,claimagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.332613390928726,120.211276769638,19.8547825813293,no,shuffle,5,0.390946502057613,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,100,1,0.501930501930502,120.146967411041,19.9107801914215,no,shuffle,1,0.474308300395257,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,100,1,0.453473132372215,120.422634840012,19.8926589488983,no,shuffle,2,0.474308300395257,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,100,1,0.51527224435591,120.294083595276,19.931455373764,no,shuffle,3,0.474308300395257,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,100,1,0.498694516971279,120.209607839584,19.9387640953064,no,shuffle,4,0.474308300395257,no
F1,claimfor,xlmroberta-large,ukraine,lora,equal,100,1,0.474251497005988,120.211276769638,19.8547825813293,no,shuffle,5,0.474308300395257,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.284263959390863,120.146967411041,19.9107801914215,no,shuffle,1,0.289617486338798,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.204545454545455,120.422634840012,19.8926589488983,no,shuffle,2,0.289617486338798,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.30188679245283,120.294083595276,19.931455373764,no,shuffle,3,0.289617486338798,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.29940119760479,120.209607839584,19.9387640953064,no,shuffle,4,0.289617486338798,no
Precision,argumentagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.209876543209877,120.211276769638,19.8547825813293,no,shuffle,5,0.289617486338798,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,100,1,0.383064516129032,120.146967411041,19.9107801914215,no,shuffle,1,0.394052044609665,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,100,1,0.349315068493151,120.422634840012,19.8926589488983,no,shuffle,2,0.394052044609665,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,100,1,0.410852713178295,120.294083595276,19.931455373764,no,shuffle,3,0.394052044609665,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,100,1,0.403041825095057,120.209607839584,19.9387640953064,no,shuffle,4,0.394052044609665,no
Precision,argumentfor,xlmroberta-large,ukraine,lora,equal,100,1,0.367088607594937,120.211276769638,19.8547825813293,no,shuffle,5,0.394052044609665,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.39406779661017,120.146967411041,19.9107801914215,no,shuffle,1,0.384615384615385,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.361233480176211,120.422634840012,19.8926589488983,no,shuffle,2,0.384615384615385,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.388888888888889,120.294083595276,19.931455373764,no,shuffle,3,0.384615384615385,no
Precision,claimagainst,xlmroberta-large,ukraine,lora,equal,100,1,0.389312977099237,120.209607839584,19.9387640953064,no,shuffle,4,0.384615384615385,no
