measure,label,model,dataset,arch,pvp,sampling,nshot,sample,value,time_train,time_test,run,majority
Precision,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.0909090909090909,12.1674029827118,19.5833733081818,4,0.102272727272727
Precision,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.0952380952380952,12.0297036170959,19.63338971138,5,0.102272727272727
Precision,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.216931216931217,12.0041887760162,19.7469067573547,1,0.266467065868264
Precision,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.293577981651376,12.0433323383331,19.6709022521973,2,0.266467065868264
Precision,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.250580046403712,12.220636844635,19.5804595947266,3,0.266467065868264
Precision,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.267295597484277,12.1674029827118,19.5833733081818,4,0.266467065868264
Precision,argumentfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.248394004282655,12.0297036170959,19.63338971138,5,0.266467065868264
Precision,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.455882352941176,12.0041887760162,19.7469067573547,1,0.473404255319149
Precision,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.449438202247191,12.0433323383331,19.6709022521973,2,0.473404255319149
Precision,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.581967213114754,12.220636844635,19.5804595947266,3,0.473404255319149
Precision,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.454918032786885,12.1674029827118,19.5833733081818,4,0.473404255319149
Precision,claimagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.570093457943925,12.0297036170959,19.63338971138,5,0.473404255319149
Precision,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.455795677799607,12.0041887760162,19.7469067573547,1,0.458974358974359
Precision,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.484924623115578,12.0433323383331,19.6709022521973,2,0.458974358974359
Precision,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.37741935483871,12.220636844635,19.5804595947266,3,0.458974358974359
Precision,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.486559139784946,12.1674029827118,19.5833733081818,4,0.458974358974359
Precision,claimfor,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.391184573002755,12.0297036170959,19.63338971138,5,0.458974358974359
Recall,argumentagainst,xlmroberta-large,ukraine,ia3,prompt,equal,10,3,0.0743801652892562,12.0041887760162,19.7469067573547,1,0.0743801652892562
